MaThuoc,TenThuoc,TenThuocKhongDau,DonVi,DonGia
T04813,Atorvastatin 250 mg (Mekophar - Lot 362),Atorvastatin 250 mg (Mekophar - Lot 362),Chai,385400
T04814,Aspirin 10 mg (Viên nén - Lot 514),Aspirin 10 mg (Vien nen - Lot 514),Hộp,248020
T04815,Levothyroxine 250 mg (Mekophar - Lot 343),Levothyroxine 250 mg (Mekophar - Lot 343),Viên nang,487470
T04816,Doxycycline 500 mg (Viên nén - Lot 525),Doxycycline 500 mg (Vien nen - Lot 525),Tuýp,87940
T04817,Vitamin C 250 mg (Stada - Lot 246),Vitamin C 250 mg (Stada - Lot 246),Chai,163740
T04818,Aspirin 1000 IU (Viên nén - Lot 636),Aspirin 1000 IU (Vien nen - Lot 636),Chai,293350
T04819,Aspirin 1000 IU (Mekophar - Lot 550),Aspirin 1000 IU (Mekophar - Lot 550),Hộp,487500
T04820,Omeprazole 5 ml (Viên nén - Lot 177),Omeprazole 5 ml (Vien nen - Lot 177),Gói,91660
T04821,Furosemide 100 mg (Viên nén - Lot 746),Furosemide 100 mg (Vien nen - Lot 746),Viên nang,96060
T04822,Omeprazole 5 mg (Domesco - Lot 619),Omeprazole 5 mg (Domesco - Lot 619),Gói,318110
T04823,Vitamin C 250 mg (Viên nén - Lot 457),Vitamin C 250 mg (Vien nen - Lot 457),Tuýp,495170
T04824,Chống Viêm 500 mg (Stada - Lot 948),Chong Viem 500 mg (Stada - Lot 948),Viên nang,145320
T04825,Prednisolone 100 mg (Viên nén - Lot 239),Prednisolone 100 mg (Vien nen - Lot 239),Viên nén,334650
T04826,Aspirin 5 mg (Viên nén - Lot 337),Aspirin 5 mg (Vien nen - Lot 337),Hộp,489530
T04827,Atorvastatin 500 mg (Viên nén - Lot 595),Atorvastatin 500 mg (Vien nen - Lot 595),Viên nang,221600
T04828,Paracetamol 250 mg (Domesco - Lot 531),Paracetamol 250 mg (Domesco - Lot 531),Ống tiêm,282920
T04829,Diclofenac 10 mg (Stada - Lot 504),Diclofenac 10 mg (Stada - Lot 504),Tuýp,329850
T04830,Doxycycline 500 mg (Mekophar - Lot 910),Doxycycline 500 mg (Mekophar - Lot 910),Gói,227150
T04831,Vitamin C 1000 IU (Mekophar - Lot 592),Vitamin C 1000 IU (Mekophar - Lot 592),Chai,186800
T04832,Giảm Đau 1000 IU (Viên nén - Lot 923),Giam Dau 1000 IU (Vien nen - Lot 923),Gói,293960
T04833,Diclofenac 1000 IU (Stada - Lot 568),Diclofenac 1000 IU (Stada - Lot 568),Viên nang,185860
T04834,Hạ Sốt 5 ml (Stada - Lot 135),Ha Sot 5 ml (Stada - Lot 135),Chai,391310
T04835,Giảm Đau 250 mg (Mekophar - Lot 512),Giam Dau 250 mg (Mekophar - Lot 512),Ống tiêm,292210
T04836,Paracetamol 5 ml (Mekophar - Lot 104),Paracetamol 5 ml (Mekophar - Lot 104),Ống tiêm,5580
T04837,Metformin 1000 IU (Mekophar - Lot 602),Metformin 1000 IU (Mekophar - Lot 602),Hộp,283810
T04838,Atorvastatin 250 mg (Mekophar - Lot 241),Atorvastatin 250 mg (Mekophar - Lot 241),Ống tiêm,417520
T04839,Amoxicillin 500 mg (Domesco - Lot 743),Amoxicillin 500 mg (Domesco - Lot 743),Viên nang,456060
T04840,Ibuprofen 500 mg (Stada - Lot 464),Ibuprofen 500 mg (Stada - Lot 464),Tuýp,170090
T04841,Furosemide 100 mg (Domesco - Lot 584),Furosemide 100 mg (Domesco - Lot 584),Viên nén,226270
T04842,Paracetamol 10 mg (Mekophar - Lot 387),Paracetamol 10 mg (Mekophar - Lot 387),Chai,460260
T04843,Amoxicillin 1000 IU (Viên nén - Lot 111),Amoxicillin 1000 IU (Vien nen - Lot 111),Hộp,109550
T04844,Omeprazole 250 mg (Viên nén - Lot 649),Omeprazole 250 mg (Vien nen - Lot 649),Chai,58450
T04845,Loratadine 100 mg (Domesco - Lot 818),Loratadine 100 mg (Domesco - Lot 818),Gói,453940
T04846,Furosemide 5 ml (Domesco - Lot 143),Furosemide 5 ml (Domesco - Lot 143),Viên nén,220020
T04847,Paracetamol 5 ml (Stada - Lot 385),Paracetamol 5 ml (Stada - Lot 385),Tuýp,164560
T04848,Atorvastatin 250 mg (Domesco - Lot 606),Atorvastatin 250 mg (Domesco - Lot 606),Tuýp,470420
T04849,Prednisolone 250 mg (Stada - Lot 897),Prednisolone 250 mg (Stada - Lot 897),Hộp,240230
T04850,Omeprazole 100 mg (Stada - Lot 567),Omeprazole 100 mg (Stada - Lot 567),Chai,116010
T04851,Giảm Đau 5 mg (Stada - Lot 538),Giam Dau 5 mg (Stada - Lot 538),Tuýp,53210
T04852,Cefuroxim 500 mg (Domesco - Lot 464),Cefuroxim 500 mg (Domesco - Lot 464),Gói,389940
T04853,Vitamin C 5 mg (Domesco - Lot 969),Vitamin C 5 mg (Domesco - Lot 969),Viên nén,325640
T04854,Atorvastatin 250 mg (Viên nén - Lot 227),Atorvastatin 250 mg (Vien nen - Lot 227),Hộp,88530
T04855,Furosemide 1000 IU (Domesco - Lot 126),Furosemide 1000 IU (Domesco - Lot 126),Ống tiêm,270750
T04856,Prednisolone 250 mg (Stada - Lot 276),Prednisolone 250 mg (Stada - Lot 276),Gói,463290
T04857,Furosemide 10 mg (Stada - Lot 524),Furosemide 10 mg (Stada - Lot 524),Gói,165090
T04858,Prednisolone 500 mg (Domesco - Lot 717),Prednisolone 500 mg (Domesco - Lot 717),Viên nang,333530
T04859,Prednisolone 10 mg (Stada - Lot 769),Prednisolone 10 mg (Stada - Lot 769),Viên nén,457290
T04860,Amoxicillin 1000 IU (Viên nén - Lot 988),Amoxicillin 1000 IU (Vien nen - Lot 988),Viên nén,344450
T04861,Aspirin 250 mg (Viên nén - Lot 521),Aspirin 250 mg (Vien nen - Lot 521),Viên nén,277430
T04862,Levothyroxine 500 mg (Mekophar - Lot 122),Levothyroxine 500 mg (Mekophar - Lot 122),Tuýp,265730
T04863,Vitamin C 5 ml (Stada - Lot 647),Vitamin C 5 ml (Stada - Lot 647),Viên nang,181040
T04864,Chống Viêm 100 mg (Domesco - Lot 402),Chong Viem 100 mg (Domesco - Lot 402),Ống tiêm,374480
T04865,Giảm Đau 5 mg (Stada - Lot 571),Giam Dau 5 mg (Stada - Lot 571),Ống tiêm,112070
T04866,Chống Viêm 500 mg (Viên nén - Lot 940),Chong Viem 500 mg (Vien nen - Lot 940),Ống tiêm,54160
T04867,Furosemide 100 mg (Mekophar - Lot 151),Furosemide 100 mg (Mekophar - Lot 151),Viên nén,198430
T04868,Paracetamol 500 mg (Viên nén - Lot 572),Paracetamol 500 mg (Vien nen - Lot 572),Chai,436030
T04869,Amoxicillin 5 ml (Domesco - Lot 736),Amoxicillin 5 ml (Domesco - Lot 736),Viên nén,253880
T04870,Vitamin C 250 mg (Mekophar - Lot 483),Vitamin C 250 mg (Mekophar - Lot 483),Ống tiêm,406200
T04871,Chống Viêm 100 mg (Viên nén - Lot 500),Chong Viem 100 mg (Vien nen - Lot 500),Ống tiêm,164910
T04872,Omeprazole 5 mg (Viên nén - Lot 959),Omeprazole 5 mg (Vien nen - Lot 959),Ống tiêm,45550
T04873,Cefuroxim 5 ml (Viên nén - Lot 901),Cefuroxim 5 ml (Vien nen - Lot 901),Gói,400710
T04874,Amoxicillin 1000 IU (Domesco - Lot 668),Amoxicillin 1000 IU (Domesco - Lot 668),Hộp,212870
T04875,Ibuprofen 10 mg (Domesco - Lot 858),Ibuprofen 10 mg (Domesco - Lot 858),Ống tiêm,281070
T04876,Cefuroxim 250 mg (Mekophar - Lot 980),Cefuroxim 250 mg (Mekophar - Lot 980),Viên nang,358150
T04877,Ibuprofen 1000 IU (Viên nén - Lot 910),Ibuprofen 1000 IU (Vien nen - Lot 910),Viên nén,389170
T04878,Hạ Sốt 5 ml (Stada - Lot 745),Ha Sot 5 ml (Stada - Lot 745),Chai,350500
T04879,Furosemide 5 ml (Mekophar - Lot 354),Furosemide 5 ml (Mekophar - Lot 354),Viên nén,268690
T04880,Hạ Sốt 5 mg (Domesco - Lot 571),Ha Sot 5 mg (Domesco - Lot 571),Viên nén,481640
T04881,Diazepam 500 mg (Stada - Lot 198),Diazepam 500 mg (Stada - Lot 198),Ống tiêm,231600
T04882,Diclofenac 100 mg (Viên nén - Lot 182),Diclofenac 100 mg (Vien nen - Lot 182),Tuýp,161680
T04883,Aspirin 1000 IU (Viên nén - Lot 281),Aspirin 1000 IU (Vien nen - Lot 281),Tuýp,363220
T04884,Losartan 250 mg (Domesco - Lot 935),Losartan 250 mg (Domesco - Lot 935),Hộp,221470
T04885,Omeprazole 5 ml (Domesco - Lot 527),Omeprazole 5 ml (Domesco - Lot 527),Ống tiêm,434320
T04886,Diazepam 250 mg (Mekophar - Lot 785),Diazepam 250 mg (Mekophar - Lot 785),Viên nén,440720
T04887,Ibuprofen 1000 IU (Domesco - Lot 868),Ibuprofen 1000 IU (Domesco - Lot 868),Tuýp,329170
T04888,Aspirin 500 mg (Domesco - Lot 400),Aspirin 500 mg (Domesco - Lot 400),Tuýp,48980
T04889,Doxycycline 100 mg (Viên nén - Lot 271),Doxycycline 100 mg (Vien nen - Lot 271),Chai,288080
T04890,Metformin 250 mg (Domesco - Lot 360),Metformin 250 mg (Domesco - Lot 360),Gói,425620
T04891,Metformin 10 mg (Viên nén - Lot 544),Metformin 10 mg (Vien nen - Lot 544),Gói,248980
T04892,Diclofenac 10 mg (Domesco - Lot 946),Diclofenac 10 mg (Domesco - Lot 946),Gói,34690
T04893,Diclofenac 1000 IU (Viên nén - Lot 137),Diclofenac 1000 IU (Vien nen - Lot 137),Chai,243510
T04894,Ibuprofen 1000 IU (Stada - Lot 777),Ibuprofen 1000 IU (Stada - Lot 777),Hộp,377840
T04895,Diazepam 1000 IU (Mekophar - Lot 728),Diazepam 1000 IU (Mekophar - Lot 728),Gói,341900
T04896,Fluconazole 10 mg (Domesco - Lot 166),Fluconazole 10 mg (Domesco - Lot 166),Gói,196130
T04897,Diazepam 5 ml (Viên nén - Lot 185),Diazepam 5 ml (Vien nen - Lot 185),Gói,267240
T04898,Prednisolone 5 ml (Stada - Lot 727),Prednisolone 5 ml (Stada - Lot 727),Viên nén,441830
T04899,Captopril 5 ml (Stada - Lot 801),Captopril 5 ml (Stada - Lot 801),Hộp,370600
T04900,Cefuroxim 100 mg (Stada - Lot 914),Cefuroxim 100 mg (Stada - Lot 914),Viên nén,340150
T04901,Giảm Đau 10 mg (Viên nén - Lot 180),Giam Dau 10 mg (Vien nen - Lot 180),Gói,234400
T04902,Losartan 1000 IU (Mekophar - Lot 128),Losartan 1000 IU (Mekophar - Lot 128),Ống tiêm,32330
T04903,Pantoprazole 100 mg (Domesco - Lot 274),Pantoprazole 100 mg (Domesco - Lot 274),Hộp,173430
T04904,Captopril 100 mg (Stada - Lot 952),Captopril 100 mg (Stada - Lot 952),Gói,203300
T04905,Ibuprofen 250 mg (Domesco - Lot 461),Ibuprofen 250 mg (Domesco - Lot 461),Chai,329450
T04906,Metformin 10 mg (Domesco - Lot 338),Metformin 10 mg (Domesco - Lot 338),Ống tiêm,307010
T04907,Captopril 250 mg (Domesco - Lot 166),Captopril 250 mg (Domesco - Lot 166),Viên nang,96130
T04908,Ibuprofen 100 mg (Stada - Lot 333),Ibuprofen 100 mg (Stada - Lot 333),Chai,345950
T04909,Pantoprazole 100 mg (Mekophar - Lot 426),Pantoprazole 100 mg (Mekophar - Lot 426),Gói,420560
T04910,Chống Viêm 1000 IU (Mekophar - Lot 663),Chong Viem 1000 IU (Mekophar - Lot 663),Tuýp,470940
T04911,Diclofenac 1000 IU (Viên nén - Lot 402),Diclofenac 1000 IU (Vien nen - Lot 402),Viên nang,467470
T04912,Furosemide 500 mg (Viên nén - Lot 322),Furosemide 500 mg (Vien nen - Lot 322),Gói,216020
T04913,Ibuprofen 5 ml (Mekophar - Lot 611),Ibuprofen 5 ml (Mekophar - Lot 611),Ống tiêm,18770
T04914,Metformin 500 mg (Viên nén - Lot 738),Metformin 500 mg (Vien nen - Lot 738),Tuýp,173890
T04915,Metformin 100 mg (Stada - Lot 908),Metformin 100 mg (Stada - Lot 908),Chai,447370
T04916,Giảm Đau 100 mg (Viên nén - Lot 790),Giam Dau 100 mg (Vien nen - Lot 790),Viên nén,344490
T04917,Cefuroxim 500 mg (Viên nén - Lot 347),Cefuroxim 500 mg (Vien nen - Lot 347),Viên nén,469360
T04918,Levothyroxine 5 mg (Mekophar - Lot 576),Levothyroxine 5 mg (Mekophar - Lot 576),Ống tiêm,446270
T04919,Fluconazole 10 mg (Mekophar - Lot 816),Fluconazole 10 mg (Mekophar - Lot 816),Ống tiêm,334830
T04920,Ibuprofen 250 mg (Mekophar - Lot 630),Ibuprofen 250 mg (Mekophar - Lot 630),Gói,139390
T04921,Aspirin 5 ml (Viên nén - Lot 528),Aspirin 5 ml (Vien nen - Lot 528),Tuýp,135430
T04922,Aspirin 100 mg (Mekophar - Lot 636),Aspirin 100 mg (Mekophar - Lot 636),Viên nang,194350
T04923,Prednisolone 5 mg (Stada - Lot 703),Prednisolone 5 mg (Stada - Lot 703),Gói,307960
T04924,Chống Viêm 100 mg (Viên nén - Lot 147),Chong Viem 100 mg (Vien nen - Lot 147),Gói,464240
T04925,Hạ Sốt 5 mg (Viên nén - Lot 865),Ha Sot 5 mg (Vien nen - Lot 865),Ống tiêm,359270
T04926,Furosemide 100 mg (Mekophar - Lot 969),Furosemide 100 mg (Mekophar - Lot 969),Viên nén,25380
T04927,Losartan 250 mg (Viên nén - Lot 188),Losartan 250 mg (Vien nen - Lot 188),Viên nén,477550
T04928,Atorvastatin 10 mg (Mekophar - Lot 768),Atorvastatin 10 mg (Mekophar - Lot 768),Tuýp,69470
T04929,Prednisolone 5 mg (Domesco - Lot 382),Prednisolone 5 mg (Domesco - Lot 382),Gói,409890
T04930,Amoxicillin 250 mg (Mekophar - Lot 340),Amoxicillin 250 mg (Mekophar - Lot 340),Ống tiêm,28130
T04931,Captopril 100 mg (Mekophar - Lot 373),Captopril 100 mg (Mekophar - Lot 373),Ống tiêm,309850
T04932,Prednisolone 100 mg (Viên nén - Lot 392),Prednisolone 100 mg (Vien nen - Lot 392),Tuýp,50850
T04933,Giảm Đau 5 ml (Stada - Lot 788),Giam Dau 5 ml (Stada - Lot 788),Viên nén,177280
T04934,Metformin 5 ml (Domesco - Lot 573),Metformin 5 ml (Domesco - Lot 573),Chai,67100
T04935,Losartan 100 mg (Viên nén - Lot 181),Losartan 100 mg (Vien nen - Lot 181),Hộp,54790
T04936,Furosemide 500 mg (Domesco - Lot 928),Furosemide 500 mg (Domesco - Lot 928),Gói,220430
T04937,Paracetamol 1000 IU (Mekophar - Lot 433),Paracetamol 1000 IU (Mekophar - Lot 433),Hộp,444440
T04938,Giảm Đau 250 mg (Viên nén - Lot 835),Giam Dau 250 mg (Vien nen - Lot 835),Hộp,154500
T04939,Amoxicillin 10 mg (Viên nén - Lot 711),Amoxicillin 10 mg (Vien nen - Lot 711),Chai,311580
T04940,Hạ Sốt 100 mg (Mekophar - Lot 706),Ha Sot 100 mg (Mekophar - Lot 706),Hộp,136320
T04941,Fluconazole 5 ml (Domesco - Lot 680),Fluconazole 5 ml (Domesco - Lot 680),Hộp,476630
T04942,Doxycycline 5 ml (Stada - Lot 556),Doxycycline 5 ml (Stada - Lot 556),Chai,276150
T04943,Aspirin 500 mg (Stada - Lot 192),Aspirin 500 mg (Stada - Lot 192),Chai,321690
T04944,Fluconazole 10 mg (Viên nén - Lot 333),Fluconazole 10 mg (Vien nen - Lot 333),Tuýp,138880
T04945,Captopril 10 mg (Mekophar - Lot 640),Captopril 10 mg (Mekophar - Lot 640),Ống tiêm,215150
T04946,Aspirin 500 mg (Stada - Lot 894),Aspirin 500 mg (Stada - Lot 894),Viên nang,129900
T04947,Hạ Sốt 1000 IU (Stada - Lot 680),Ha Sot 1000 IU (Stada - Lot 680),Chai,274710
T04948,Vitamin C 5 mg (Stada - Lot 341),Vitamin C 5 mg (Stada - Lot 341),Ống tiêm,16740
T04949,Diazepam 1000 IU (Viên nén - Lot 174),Diazepam 1000 IU (Vien nen - Lot 174),Gói,495050
T04950,Amoxicillin 5 mg (Stada - Lot 386),Amoxicillin 5 mg (Stada - Lot 386),Ống tiêm,377470
T04951,Prednisolone 10 mg (Mekophar - Lot 623),Prednisolone 10 mg (Mekophar - Lot 623),Viên nang,467080
T04952,Cefuroxim 250 mg (Viên nén - Lot 203),Cefuroxim 250 mg (Vien nen - Lot 203),Tuýp,450960
T04953,Diazepam 1000 IU (Domesco - Lot 289),Diazepam 1000 IU (Domesco - Lot 289),Viên nang,86980
T04954,Omeprazole 100 mg (Mekophar - Lot 479),Omeprazole 100 mg (Mekophar - Lot 479),Viên nén,167010
T04955,Losartan 5 mg (Viên nén - Lot 223),Losartan 5 mg (Vien nen - Lot 223),Viên nén,212380
T04956,Captopril 10 mg (Viên nén - Lot 219),Captopril 10 mg (Vien nen - Lot 219),Ống tiêm,113240
T04957,Vitamin C 1000 IU (Viên nén - Lot 817),Vitamin C 1000 IU (Vien nen - Lot 817),Gói,383820
T04958,Loratadine 5 ml (Domesco - Lot 693),Loratadine 5 ml (Domesco - Lot 693),Viên nén,200950
T04959,Amoxicillin 5 mg (Mekophar - Lot 687),Amoxicillin 5 mg (Mekophar - Lot 687),Viên nén,37290
T04960,Hạ Sốt 500 mg (Mekophar - Lot 712),Ha Sot 500 mg (Mekophar - Lot 712),Chai,375570
T04961,Metformin 1000 IU (Domesco - Lot 380),Metformin 1000 IU (Domesco - Lot 380),Viên nén,473890
T04962,Doxycycline 500 mg (Domesco - Lot 942),Doxycycline 500 mg (Domesco - Lot 942),Tuýp,413730
T04963,Atorvastatin 1000 IU (Viên nén - Lot 682),Atorvastatin 1000 IU (Vien nen - Lot 682),Viên nén,404420
T04964,Chống Viêm 5 mg (Viên nén - Lot 627),Chong Viem 5 mg (Vien nen - Lot 627),Viên nén,249390
T04965,Metformin 500 mg (Mekophar - Lot 174),Metformin 500 mg (Mekophar - Lot 174),Chai,362630
T04966,Metformin 10 mg (Stada - Lot 595),Metformin 10 mg (Stada - Lot 595),Ống tiêm,114640
T04967,Loratadine 1000 IU (Stada - Lot 532),Loratadine 1000 IU (Stada - Lot 532),Viên nang,49590
T04968,Loratadine 500 mg (Stada - Lot 676),Loratadine 500 mg (Stada - Lot 676),Viên nang,258430
T04969,Aspirin 5 mg (Domesco - Lot 820),Aspirin 5 mg (Domesco - Lot 820),Hộp,143850
T04970,Pantoprazole 1000 IU (Mekophar - Lot 989),Pantoprazole 1000 IU (Mekophar - Lot 989),Chai,369700
T04971,Paracetamol 250 mg (Stada - Lot 970),Paracetamol 250 mg (Stada - Lot 970),Viên nén,315560
T04972,Aspirin 5 mg (Mekophar - Lot 971),Aspirin 5 mg (Mekophar - Lot 971),Gói,286440
T04973,Paracetamol 500 mg (Viên nén - Lot 634),Paracetamol 500 mg (Vien nen - Lot 634),Hộp,151660
T04974,Levothyroxine 5 mg (Mekophar - Lot 904),Levothyroxine 5 mg (Mekophar - Lot 904),Hộp,234130
T04975,Cefuroxim 100 mg (Viên nén - Lot 484),Cefuroxim 100 mg (Vien nen - Lot 484),Hộp,331800
T04976,Captopril 1000 IU (Stada - Lot 731),Captopril 1000 IU (Stada - Lot 731),Ống tiêm,145900
T04977,Atorvastatin 1000 IU (Domesco - Lot 819),Atorvastatin 1000 IU (Domesco - Lot 819),Ống tiêm,298860
T04978,Prednisolone 500 mg (Viên nén - Lot 702),Prednisolone 500 mg (Vien nen - Lot 702),Viên nang,265120
T04979,Diazepam 500 mg (Mekophar - Lot 820),Diazepam 500 mg (Mekophar - Lot 820),Chai,145450
T04980,Captopril 1000 IU (Stada - Lot 967),Captopril 1000 IU (Stada - Lot 967),Gói,49390
T04981,Levothyroxine 100 mg (Stada - Lot 125),Levothyroxine 100 mg (Stada - Lot 125),Viên nang,473780
T04982,Fluconazole 5 mg (Stada - Lot 829),Fluconazole 5 mg (Stada - Lot 829),Tuýp,242460
T04983,Hạ Sốt 500 mg (Viên nén - Lot 886),Ha Sot 500 mg (Vien nen - Lot 886),Tuýp,240240
T04984,Losartan 5 ml (Domesco - Lot 970),Losartan 5 ml (Domesco - Lot 970),Gói,41200
T04985,Amoxicillin 5 ml (Viên nén - Lot 272),Amoxicillin 5 ml (Vien nen - Lot 272),Tuýp,404630
T04986,Omeprazole 500 mg (Domesco - Lot 433),Omeprazole 500 mg (Domesco - Lot 433),Ống tiêm,247110
T04987,Fluconazole 1000 IU (Mekophar - Lot 153),Fluconazole 1000 IU (Mekophar - Lot 153),Tuýp,497030
T04988,Amoxicillin 500 mg (Domesco - Lot 244),Amoxicillin 500 mg (Domesco - Lot 244),Tuýp,368440
T04989,Doxycycline 1000 IU (Mekophar - Lot 294),Doxycycline 1000 IU (Mekophar - Lot 294),Ống tiêm,85690
T04990,Atorvastatin 1000 IU (Mekophar - Lot 984),Atorvastatin 1000 IU (Mekophar - Lot 984),Viên nang,374990
T04991,Ibuprofen 250 mg (Mekophar - Lot 796),Ibuprofen 250 mg (Mekophar - Lot 796),Viên nang,256290
T04992,Giảm Đau 250 mg (Mekophar - Lot 766),Giam Dau 250 mg (Mekophar - Lot 766),Viên nang,299690
T04993,Furosemide 5 ml (Domesco - Lot 466),Furosemide 5 ml (Domesco - Lot 466),Viên nén,414730
T04994,Levothyroxine 10 mg (Domesco - Lot 409),Levothyroxine 10 mg (Domesco - Lot 409),Viên nang,340500
T04995,Aspirin 5 ml (Domesco - Lot 390),Aspirin 5 ml (Domesco - Lot 390),Tuýp,123440
T04996,Loratadine 100 mg (Stada - Lot 275),Loratadine 100 mg (Stada - Lot 275),Chai,428860
T04997,Captopril 5 mg (Mekophar - Lot 489),Captopril 5 mg (Mekophar - Lot 489),Gói,282330
T04998,Levothyroxine 500 mg (Domesco - Lot 473),Levothyroxine 500 mg (Domesco - Lot 473),Hộp,174900
T04999,Hạ Sốt 5 ml (Mekophar - Lot 452),Ha Sot 5 ml (Mekophar - Lot 452),Ống tiêm,373300
T05000,Aspirin 100 mg (Stada - Lot 538),Aspirin 100 mg (Stada - Lot 538),Gói,188120
T05001,Fluconazole 10 mg (Mekophar - Lot 200),Fluconazole 10 mg (Mekophar - Lot 200),Ống tiêm,6130
T05002,Metformin 10 mg (Mekophar - Lot 638),Metformin 10 mg (Mekophar - Lot 638),Ống tiêm,237200
T05003,Giảm Đau 100 mg (Domesco - Lot 149),Giam Dau 100 mg (Domesco - Lot 149),Tuýp,22180
T05004,Cefuroxim 500 mg (Domesco - Lot 750),Cefuroxim 500 mg (Domesco - Lot 750),Ống tiêm,493440
T05005,Pantoprazole 250 mg (Viên nén - Lot 840),Pantoprazole 250 mg (Vien nen - Lot 840),Hộp,155490
T05006,Fluconazole 500 mg (Stada - Lot 711),Fluconazole 500 mg (Stada - Lot 711),Tuýp,305140
T05007,Captopril 500 mg (Viên nén - Lot 981),Captopril 500 mg (Vien nen - Lot 981),Chai,61770
T05008,Ibuprofen 1000 IU (Mekophar - Lot 675),Ibuprofen 1000 IU (Mekophar - Lot 675),Viên nén,272600
T05009,Cefuroxim 10 mg (Mekophar - Lot 949),Cefuroxim 10 mg (Mekophar - Lot 949),Tuýp,335140
T05010,Doxycycline 250 mg (Viên nén - Lot 274),Doxycycline 250 mg (Vien nen - Lot 274),Tuýp,363890
T05011,Omeprazole 1000 IU (Domesco - Lot 265),Omeprazole 1000 IU (Domesco - Lot 265),Viên nang,170670
T05012,Amoxicillin 500 mg (Domesco - Lot 356),Amoxicillin 500 mg (Domesco - Lot 356),Viên nén,6520
T05013,Giảm Đau 100 mg (Stada - Lot 224),Giam Dau 100 mg (Stada - Lot 224),Hộp,190010
T05014,Atorvastatin 250 mg (Domesco - Lot 121),Atorvastatin 250 mg (Domesco - Lot 121),Viên nang,488580
T05015,Hạ Sốt 5 mg (Stada - Lot 334),Ha Sot 5 mg (Stada - Lot 334),Viên nén,343840
T05016,Omeprazole 10 mg (Viên nén - Lot 720),Omeprazole 10 mg (Vien nen - Lot 720),Hộp,446850
T05017,Cefuroxim 5 ml (Viên nén - Lot 714),Cefuroxim 5 ml (Vien nen - Lot 714),Gói,338230
T05018,Metformin 10 mg (Mekophar - Lot 646),Metformin 10 mg (Mekophar - Lot 646),Chai,427670
T05019,Amoxicillin 10 mg (Mekophar - Lot 383),Amoxicillin 10 mg (Mekophar - Lot 383),Viên nén,188360
T05020,Vitamin C 500 mg (Stada - Lot 817),Vitamin C 500 mg (Stada - Lot 817),Chai,81010
T05021,Atorvastatin 1000 IU (Mekophar - Lot 211),Atorvastatin 1000 IU (Mekophar - Lot 211),Gói,439820
T05022,Hạ Sốt 1000 IU (Domesco - Lot 170),Ha Sot 1000 IU (Domesco - Lot 170),Chai,156850
T05023,Levothyroxine 5 mg (Viên nén - Lot 108),Levothyroxine 5 mg (Vien nen - Lot 108),Ống tiêm,60730
T05024,Prednisolone 5 mg (Viên nén - Lot 951),Prednisolone 5 mg (Vien nen - Lot 951),Gói,22990
T05025,Vitamin C 250 mg (Stada - Lot 505),Vitamin C 250 mg (Stada - Lot 505),Viên nang,238600
T05026,Vitamin C 10 mg (Domesco - Lot 276),Vitamin C 10 mg (Domesco - Lot 276),Gói,362620
T05027,Metformin 500 mg (Domesco - Lot 884),Metformin 500 mg (Domesco - Lot 884),Ống tiêm,219080
T05028,Furosemide 500 mg (Domesco - Lot 223),Furosemide 500 mg (Domesco - Lot 223),Viên nang,215700
T05029,Furosemide 1000 IU (Stada - Lot 940),Furosemide 1000 IU (Stada - Lot 940),Tuýp,38810
T05030,Captopril 5 mg (Domesco - Lot 295),Captopril 5 mg (Domesco - Lot 295),Viên nang,107210
T05031,Levothyroxine 10 mg (Mekophar - Lot 767),Levothyroxine 10 mg (Mekophar - Lot 767),Gói,258910
T05032,Fluconazole 1000 IU (Domesco - Lot 476),Fluconazole 1000 IU (Domesco - Lot 476),Viên nang,362020
T05033,Levothyroxine 1000 IU (Domesco - Lot 367),Levothyroxine 1000 IU (Domesco - Lot 367),Hộp,211300
T05034,Paracetamol 100 mg (Viên nén - Lot 350),Paracetamol 100 mg (Vien nen - Lot 350),Viên nang,439140
T05035,Omeprazole 1000 IU (Stada - Lot 499),Omeprazole 1000 IU (Stada - Lot 499),Chai,433470
T05036,Ibuprofen 10 mg (Mekophar - Lot 563),Ibuprofen 10 mg (Mekophar - Lot 563),Tuýp,68740
T05037,Doxycycline 100 mg (Domesco - Lot 814),Doxycycline 100 mg (Domesco - Lot 814),Viên nang,462060
T05038,Omeprazole 1000 IU (Stada - Lot 336),Omeprazole 1000 IU (Stada - Lot 336),Viên nang,267640
T05039,Hạ Sốt 1000 IU (Domesco - Lot 588),Ha Sot 1000 IU (Domesco - Lot 588),Viên nang,217860
T05040,Cefuroxim 1000 IU (Mekophar - Lot 655),Cefuroxim 1000 IU (Mekophar - Lot 655),Gói,201460
